asset,control_type,config,status,misconfig_prob,is_misconfigured,config_source,config_drift_score
N01696,WAF,baseline,disabled,0.278,True,auto,0.01
N01696,Firewall,strict,enabled,0.134,False,inherited,0.22
N01697,Logging,moderate,enabled,0.193,False,auto,0.89
N01697,Firewall,moderate,enabled,0.252,True,manual,0.71
N01697,IAMPolicy,strict,enabled,0.095,False,manual,0.19
N01698,CloudPolicy,legacy,enabled,0.073,False,policy_engine,0.87
N01698,CloudPolicy,baseline,disabled,0.0,False,auto,0.89
N01699,Firewall,strict,enabled,0.124,False,policy_engine,0.04
N01699,WAF,legacy,partial,0.087,False,manual,0.86
N01700,CloudPolicy,moderate,partial,0.025,False,manual,0.77
N01700,EDR,moderate,disabled,0.009,False,manual,0.25
N01700,EDR,baseline,disabled,0.001,False,inherited,0.25
N01701,NetworkIsolation,baseline,disabled,0.273,True,policy_engine,0.42
N01701,Hardening,moderate,disabled,0.022,False,auto,0.2
N01702,Hardening,baseline,disabled,0.031,False,manual,0.0
N01702,WAF,legacy,partial,0.313,True,inherited,0.83
N01703,IAMPolicy,strict,enabled,0.131,False,policy_engine,0.05
N01703,EDR,strict,partial,0.299,True,manual,0.19
N01704,WAF,moderate,disabled,0.177,False,auto,0.98
N01705,Firewall,baseline,partial,0.303,True,manual,0.83
N01705,CloudPolicy,baseline,partial,0.097,False,manual,0.25
N01705,Logging,moderate,disabled,0.09,False,policy_engine,0.93
N01706,CloudPolicy,strict,disabled,0.13,False,manual,0.61
N01706,NetworkIsolation,strict,enabled,0.073,False,inherited,0.43
N01707,IAMPolicy,baseline,disabled,0.033,False,inherited,0.97
N01707,Firewall,baseline,partial,0.062,False,policy_engine,0.82
N01708,Hardening,legacy,disabled,0.047,False,policy_engine,0.62
N01709,Hardening,legacy,partial,0.206,False,manual,0.1
N01710,EDR,baseline,enabled,0.266,True,inherited,0.55
N01710,Firewall,baseline,partial,0.089,False,auto,0.77
N01711,Firewall,strict,enabled,0.065,False,manual,0.12
N01712,WAF,strict,partial,0.002,False,inherited,0.74
N01712,IAMPolicy,legacy,partial,0.14,False,policy_engine,0.28
N01713,EDR,moderate,disabled,0.25,False,inherited,0.49
N01713,CloudPolicy,strict,enabled,0.337,True,auto,0.8
N01713,CloudPolicy,legacy,disabled,0.332,True,inherited,0.83
N01714,Logging,moderate,partial,0.267,True,policy_engine,0.5
N01714,EDR,baseline,disabled,0.176,False,manual,0.28
N01714,CloudPolicy,strict,partial,0.308,True,policy_engine,0.41
N01715,CloudPolicy,baseline,enabled,0.273,True,policy_engine,0.7
N01715,Firewall,baseline,disabled,0.095,False,manual,0.67
N01716,NetworkIsolation,baseline,partial,0.248,False,auto,0.54
N01716,Logging,baseline,enabled,0.305,True,inherited,0.02
N01717,Hardening,legacy,enabled,0.27,True,auto,0.11
N01717,IAMPolicy,strict,partial,0.047,False,inherited,0.36
N01717,Hardening,strict,enabled,0.088,False,manual,0.22
N01718,IAMPolicy,moderate,enabled,0.14,False,auto,0.68
N01719,EDR,baseline,disabled,0.046,False,policy_engine,0.23
N01719,WAF,baseline,enabled,0.127,False,policy_engine,0.25
N01719,IAMPolicy,moderate,partial,0.053,False,auto,0.83
N01720,Hardening,strict,partial,0.258,True,inherited,0.57
N01720,Firewall,legacy,disabled,0.237,False,policy_engine,0.03
N01721,CloudPolicy,moderate,enabled,0.003,False,manual,0.58
N01721,EDR,strict,disabled,0.213,False,manual,0.4
N01722,WAF,strict,partial,0.052,False,manual,0.4
N01722,Logging,legacy,disabled,0.344,True,policy_engine,0.97
N01723,Logging,strict,disabled,0.022,False,inherited,0.92
N01723,IAMPolicy,baseline,partial,0.23,False,auto,0.16
N01724,Hardening,legacy,disabled,0.294,True,auto,0.44
N01724,EDR,baseline,disabled,0.028,False,auto,0.42
N01725,IAMPolicy,baseline,enabled,0.265,True,auto,0.75
N01725,Hardening,strict,enabled,0.327,True,inherited,0.75
N01726,Hardening,legacy,disabled,0.08,False,auto,0.2
N01726,EDR,strict,enabled,0.177,False,policy_engine,0.37
N01726,WAF,moderate,disabled,0.183,False,auto,0.29
N01727,EDR,moderate,partial,0.024,False,auto,0.47
N01727,Logging,strict,partial,0.019,False,policy_engine,0.6
N01728,NetworkIsolation,strict,disabled,0.044,False,policy_engine,0.47
N01729,CloudPolicy,baseline,disabled,0.301,True,policy_engine,0.04
N01729,Firewall,moderate,enabled,0.294,True,inherited,0.02
N01730,EDR,strict,enabled,0.211,False,inherited,0.73
N01730,Logging,moderate,partial,0.133,False,inherited,0.42
N01731,Hardening,legacy,disabled,0.315,True,inherited,0.89
N01731,EDR,moderate,disabled,0.336,True,auto,0.43
N01732,EDR,legacy,enabled,0.34,True,manual,0.47
N01732,WAF,strict,partial,0.007,False,inherited,0.77
N01733,CloudPolicy,moderate,enabled,0.129,False,auto,0.79
N01734,Firewall,strict,enabled,0.281,True,policy_engine,0.37
N01735,CloudPolicy,baseline,disabled,0.144,False,policy_engine,0.54
N01735,Firewall,legacy,disabled,0.136,False,inherited,0.67
N01736,NetworkIsolation,baseline,enabled,0.308,True,auto,0.9
N01736,Firewall,baseline,disabled,0.08,False,inherited,0.34
N01737,Logging,moderate,partial,0.14,False,inherited,0.89
N01738,WAF,baseline,partial,0.032,False,inherited,0.44
N01738,Firewall,moderate,partial,0.021,False,inherited,0.9
N01739,Hardening,strict,disabled,0.263,True,auto,0.94
N01739,Logging,strict,enabled,0.206,False,policy_engine,0.83
N01739,Hardening,strict,enabled,0.267,True,manual,0.56
N01740,WAF,baseline,enabled,0.091,False,policy_engine,0.13
N01741,CloudPolicy,moderate,partial,0.193,False,manual,0.7
N01741,IAMPolicy,legacy,disabled,0.092,False,inherited,0.5
N01742,CloudPolicy,legacy,enabled,0.105,False,inherited,0.22
N01742,CloudPolicy,moderate,partial,0.324,True,policy_engine,0.07
N01742,Logging,strict,enabled,0.196,False,inherited,0.66
N01743,CloudPolicy,legacy,disabled,0.17,False,manual,0.76
N01743,Hardening,baseline,partial,0.212,False,inherited,0.65
N01744,Hardening,baseline,enabled,0.299,True,auto,0.59
N01744,EDR,strict,partial,0.009,False,inherited,0.59
N01745,Logging,baseline,disabled,0.274,True,policy_engine,0.03
N01745,Hardening,baseline,partial,0.252,True,manual,0.62
N01745,Hardening,legacy,enabled,0.107,False,auto,0.25
N01746,CloudPolicy,legacy,disabled,0.346,True,inherited,0.43
N01746,NetworkIsolation,baseline,partial,0.221,False,auto,0.61
N01747,IAMPolicy,legacy,partial,0.234,False,manual,0.12
N01747,NetworkIsolation,strict,disabled,0.032,False,inherited,0.2
N01748,CloudPolicy,baseline,enabled,0.232,False,inherited,0.0
N01748,NetworkIsolation,baseline,enabled,0.192,False,auto,0.77
N01749,Firewall,legacy,disabled,0.022,False,manual,0.51
N01749,Hardening,strict,enabled,0.291,True,inherited,0.13
N01750,WAF,moderate,disabled,0.021,False,auto,0.94
N01750,CloudPolicy,moderate,partial,0.036,False,manual,0.0
N01751,WAF,baseline,partial,0.284,True,inherited,0.47
N01751,NetworkIsolation,moderate,enabled,0.136,False,inherited,0.8
N01751,CloudPolicy,moderate,disabled,0.079,False,manual,0.01
N01752,CloudPolicy,baseline,partial,0.317,True,manual,0.04
N01753,WAF,legacy,partial,0.183,False,auto,0.86
N01753,NetworkIsolation,moderate,partial,0.057,False,inherited,0.23
N01754,Hardening,strict,partial,0.133,False,manual,0.05
N01755,EDR,moderate,enabled,0.343,True,manual,0.92
N01755,Firewall,moderate,partial,0.134,False,auto,0.13
N01756,IAMPolicy,moderate,enabled,0.051,False,inherited,0.84
N01756,Firewall,strict,partial,0.151,False,auto,0.34
N01757,NetworkIsolation,strict,partial,0.001,False,auto,0.85
N01757,WAF,baseline,enabled,0.075,False,manual,0.59
N01757,WAF,legacy,enabled,0.207,False,auto,0.17
N01758,NetworkIsolation,baseline,partial,0.185,False,inherited,0.57
N01759,Hardening,moderate,disabled,0.207,False,policy_engine,0.61
N01759,NetworkIsolation,baseline,enabled,0.138,False,manual,0.23
N01760,Hardening,moderate,disabled,0.027,False,policy_engine,0.34
N01760,Firewall,legacy,disabled,0.242,False,manual,0.73
N01761,EDR,legacy,enabled,0.139,False,manual,0.07
N01761,CloudPolicy,strict,partial,0.123,False,inherited,0.52
N01762,Firewall,legacy,disabled,0.194,False,auto,0.65
N01762,Logging,strict,enabled,0.065,False,manual,0.37
N01763,WAF,strict,enabled,0.151,False,manual,0.8
N01764,Logging,moderate,partial,0.229,False,policy_engine,0.63
N01765,WAF,baseline,disabled,0.081,False,inherited,0.69
N01765,IAMPolicy,legacy,enabled,0.252,True,auto,0.15
N01766,Hardening,strict,partial,0.158,False,inherited,0.41
N01766,Firewall,baseline,disabled,0.011,False,inherited,0.63
N01767,CloudPolicy,baseline,partial,0.049,False,inherited,0.24
N01767,WAF,legacy,partial,0.177,False,manual,0.15
N01768,NetworkIsolation,strict,disabled,0.078,False,manual,0.64
N01768,WAF,baseline,partial,0.28,True,inherited,0.17
N01769,NetworkIsolation,legacy,disabled,0.187,False,inherited,0.07
N01769,IAMPolicy,strict,partial,0.19,False,auto,0.47
N01770,WAF,strict,partial,0.121,False,auto,0.48
N01770,CloudPolicy,legacy,enabled,0.298,True,policy_engine,0.36
N01770,EDR,baseline,enabled,0.158,False,inherited,0.53
N01771,EDR,moderate,partial,0.174,False,auto,0.8
N01771,Logging,legacy,partial,0.113,False,auto,0.46
N01771,EDR,legacy,disabled,0.204,False,auto,0.22
N01772,EDR,legacy,enabled,0.241,False,inherited,1.0
N01772,Hardening,baseline,disabled,0.011,False,inherited,0.76
N01773,Hardening,legacy,partial,0.263,True,manual,0.82
N01773,EDR,legacy,enabled,0.222,False,policy_engine,0.97
N01774,WAF,moderate,enabled,0.342,True,policy_engine,0.15
N01774,CloudPolicy,moderate,partial,0.329,True,inherited,0.41
N01775,CloudPolicy,strict,enabled,0.315,True,manual,0.03
N01775,Firewall,legacy,disabled,0.197,False,manual,0.38
N01776,IAMPolicy,legacy,enabled,0.297,True,auto,0.26
N01776,Firewall,moderate,enabled,0.111,False,auto,0.67
N01777,Hardening,strict,enabled,0.302,True,inherited,0.55
N01777,NetworkIsolation,legacy,partial,0.141,False,policy_engine,0.59
N01778,NetworkIsolation,moderate,enabled,0.019,False,manual,0.1
N01778,Logging,legacy,enabled,0.214,False,auto,0.74
N01778,WAF,strict,disabled,0.128,False,manual,0.24
N01779,NetworkIsolation,strict,enabled,0.004,False,manual,0.33
N01779,Logging,legacy,enabled,0.117,False,manual,0.74
N01779,Firewall,moderate,partial,0.291,True,auto,0.32
N01780,Firewall,legacy,disabled,0.249,False,auto,0.16
N01780,CloudPolicy,legacy,partial,0.193,False,policy_engine,0.67
N01781,Hardening,strict,disabled,0.08,False,inherited,0.15
N01782,Firewall,strict,disabled,0.031,False,inherited,0.54
N01782,CloudPolicy,moderate,enabled,0.242,False,auto,0.64
N01783,WAF,legacy,partial,0.081,False,auto,0.81
N01783,IAMPolicy,baseline,enabled,0.346,True,manual,0.61
N01784,Firewall,baseline,partial,0.08,False,manual,0.56
N01784,WAF,baseline,partial,0.171,False,manual,0.59
N01784,Logging,baseline,partial,0.266,True,inherited,0.25
N01785,CloudPolicy,strict,partial,0.261,True,manual,0.98
N01785,Logging,strict,partial,0.044,False,auto,0.13
N01786,WAF,legacy,disabled,0.109,False,manual,0.28
N01786,WAF,baseline,partial,0.075,False,inherited,0.17
N01786,EDR,moderate,partial,0.224,False,auto,0.75
N01787,CloudPolicy,legacy,disabled,0.071,False,policy_engine,0.98
N01787,CloudPolicy,moderate,partial,0.281,True,auto,0.6
N01788,NetworkIsolation,strict,enabled,0.145,False,manual,0.35
N01788,Firewall,legacy,disabled,0.147,False,manual,0.96
N01788,CloudPolicy,strict,enabled,0.144,False,inherited,0.63
N01789,NetworkIsolation,strict,enabled,0.086,False,auto,0.36
N01789,WAF,baseline,disabled,0.004,False,policy_engine,0.44
N01790,Firewall,baseline,enabled,0.003,False,auto,0.7
N01791,EDR,baseline,partial,0.318,True,auto,0.88
N01791,Hardening,baseline,enabled,0.012,False,manual,0.26
N01792,CloudPolicy,strict,enabled,0.236,False,inherited,0.08
N01792,Hardening,baseline,disabled,0.077,False,manual,0.15
N01793,NetworkIsolation,strict,enabled,0.184,False,auto,0.26
N01793,Hardening,moderate,disabled,0.33,True,inherited,0.87
N01794,EDR,legacy,enabled,0.182,False,auto,0.99
N01794,NetworkIsolation,moderate,disabled,0.035,False,inherited,0.18
N01794,WAF,moderate,disabled,0.229,False,inherited,0.12
N01795,IAMPolicy,legacy,enabled,0.079,False,inherited,0.03
N01795,NetworkIsolation,moderate,partial,0.009,False,auto,0.91
N01796,EDR,moderate,disabled,0.232,False,inherited,0.65
N01796,Hardening,moderate,disabled,0.268,True,manual,0.6
N01797,Hardening,strict,partial,0.082,False,inherited,0.98
N01797,CloudPolicy,legacy,partial,0.026,False,inherited,0.67
N01798,EDR,legacy,partial,0.232,False,manual,0.77
N01799,CloudPolicy,baseline,enabled,0.322,True,manual,0.95
N01799,WAF,baseline,disabled,0.011,False,manual,0.32
N01800,EDR,baseline,partial,0.148,False,policy_engine,0.56
N01801,WAF,moderate,enabled,0.086,False,manual,0.57
N01801,EDR,strict,disabled,0.25,False,inherited,0.96
N01801,WAF,moderate,enabled,0.029,False,policy_engine,0.21
N01802,EDR,baseline,partial,0.102,False,auto,0.21
N01802,NetworkIsolation,moderate,disabled,0.299,True,manual,0.31
N01802,EDR,moderate,enabled,0.138,False,inherited,0.77
N01803,WAF,baseline,enabled,0.325,True,inherited,0.5
N01803,WAF,strict,disabled,0.037,False,manual,0.31
N01804,EDR,strict,enabled,0.099,False,auto,0.83
N01804,CloudPolicy,baseline,enabled,0.082,False,policy_engine,0.72
N01805,EDR,strict,disabled,0.06,False,inherited,0.15
N01805,EDR,legacy,disabled,0.041,False,inherited,0.99
N01805,EDR,legacy,partial,0.307,True,auto,0.75
N01806,Firewall,strict,disabled,0.3,True,inherited,0.65
N01806,IAMPolicy,moderate,partial,0.335,True,inherited,0.18
N01807,Firewall,baseline,disabled,0.242,False,auto,0.08
N01808,Logging,legacy,disabled,0.009,False,inherited,0.18
N01808,Hardening,legacy,enabled,0.121,False,inherited,0.1
N01809,IAMPolicy,moderate,partial,0.297,True,auto,0.56
N01810,CloudPolicy,baseline,partial,0.337,True,manual,0.72
N01810,Firewall,moderate,partial,0.153,False,manual,0.7
N01810,NetworkIsolation,moderate,partial,0.223,False,manual,0.16
N01811,WAF,strict,disabled,0.109,False,auto,0.1
N01812,WAF,strict,partial,0.305,True,inherited,0.64
N01812,WAF,strict,partial,0.231,False,policy_engine,0.69
N01813,CloudPolicy,strict,enabled,0.177,False,policy_engine,0.02
N01814,EDR,strict,enabled,0.221,False,auto,0.81
N01814,Firewall,strict,enabled,0.162,False,policy_engine,0.87
N01815,IAMPolicy,baseline,partial,0.109,False,inherited,0.06
N01815,Hardening,strict,enabled,0.315,True,auto,0.58
N01816,Hardening,strict,disabled,0.278,True,policy_engine,0.4
N01816,Firewall,moderate,disabled,0.136,False,auto,0.62
N01817,CloudPolicy,baseline,disabled,0.023,False,policy_engine,0.24
N01817,Firewall,moderate,enabled,0.172,False,manual,0.74
N01818,WAF,strict,enabled,0.132,False,auto,0.07
N01819,Logging,moderate,partial,0.215,False,manual,0.96
N01820,Hardening,legacy,partial,0.283,True,manual,0.5
N01820,Logging,strict,enabled,0.178,False,auto,0.37
N01821,CloudPolicy,moderate,partial,0.319,True,policy_engine,0.03
N01821,Firewall,strict,disabled,0.185,False,manual,0.29
N01821,Firewall,strict,partial,0.093,False,inherited,0.04
N01822,WAF,baseline,disabled,0.164,False,auto,0.31
N01822,Hardening,moderate,enabled,0.177,False,manual,0.87
N01823,IAMPolicy,moderate,enabled,0.109,False,manual,0.49
N01823,IAMPolicy,baseline,disabled,0.34,True,policy_engine,0.11
N01823,Firewall,legacy,enabled,0.329,True,policy_engine,0.61
N01824,WAF,strict,enabled,0.22,False,inherited,0.43
N01824,EDR,strict,disabled,0.182,False,policy_engine,0.17
N01824,NetworkIsolation,strict,enabled,0.24,False,inherited,0.67
N01825,IAMPolicy,moderate,disabled,0.253,True,auto,0.75
N01825,Logging,strict,disabled,0.024,False,inherited,0.77
N01826,EDR,moderate,enabled,0.165,False,auto,0.36
N01827,Firewall,strict,enabled,0.119,False,policy_engine,0.46
N01828,Firewall,moderate,disabled,0.277,True,policy_engine,0.33
N01828,NetworkIsolation,strict,disabled,0.059,False,manual,0.62
N01829,IAMPolicy,legacy,enabled,0.175,False,manual,0.61
N01829,CloudPolicy,baseline,disabled,0.226,False,policy_engine,0.73
N01829,Hardening,moderate,enabled,0.066,False,manual,0.62
N01830,CloudPolicy,baseline,partial,0.159,False,manual,0.44
N01830,Firewall,moderate,enabled,0.105,False,auto,0.08
N01831,IAMPolicy,strict,disabled,0.1,False,policy_engine,0.11
N01832,EDR,moderate,enabled,0.002,False,auto,0.8
N01833,Hardening,baseline,enabled,0.222,False,policy_engine,0.14
N01833,IAMPolicy,moderate,enabled,0.072,False,inherited,0.53
N01833,Firewall,moderate,partial,0.016,False,auto,0.36
N01834,CloudPolicy,strict,disabled,0.115,False,auto,0.05
N01834,NetworkIsolation,moderate,partial,0.127,False,inherited,0.05
N01835,Hardening,legacy,partial,0.081,False,manual,0.18
N01835,Hardening,moderate,enabled,0.122,False,inherited,0.97
N01836,WAF,legacy,enabled,0.059,False,policy_engine,0.61
N01836,CloudPolicy,moderate,partial,0.275,True,inherited,0.85
N01837,Logging,legacy,partial,0.162,False,auto,0.18
N01837,Logging,strict,disabled,0.129,False,auto,0.17
N01837,Hardening,moderate,partial,0.09,False,policy_engine,0.23
N01838,WAF,moderate,enabled,0.07,False,policy_engine,0.19
N01838,WAF,strict,enabled,0.075,False,inherited,0.77
N01839,EDR,moderate,enabled,0.16,False,inherited,0.68
N01839,Hardening,moderate,partial,0.116,False,policy_engine,0.16
N01839,Hardening,baseline,enabled,0.333,True,policy_engine,0.66
N01840,NetworkIsolation,moderate,disabled,0.316,True,inherited,0.5
N01840,NetworkIsolation,strict,enabled,0.277,True,manual,0.4
N01841,EDR,moderate,partial,0.346,True,auto,0.11
N01841,EDR,baseline,enabled,0.275,True,auto,0.66
N01842,Hardening,moderate,partial,0.262,True,manual,0.76
N01843,NetworkIsolation,legacy,partial,0.255,True,policy_engine,0.5
N01843,CloudPolicy,moderate,enabled,0.078,False,manual,0.58
N01843,EDR,baseline,disabled,0.106,False,auto,0.84
N01844,NetworkIsolation,moderate,partial,0.221,False,policy_engine,0.58
N01844,Logging,moderate,disabled,0.295,True,inherited,0.74
N01845,EDR,baseline,partial,0.154,False,manual,0.8
N01845,NetworkIsolation,legacy,disabled,0.297,True,auto,0.82
N01845,Hardening,moderate,partial,0.08,False,auto,0.26
N01846,Logging,moderate,partial,0.198,False,policy_engine,0.95
N01846,WAF,baseline,partial,0.024,False,policy_engine,0.63
N01846,Hardening,baseline,partial,0.332,True,auto,0.26
N01847,Hardening,legacy,disabled,0.087,False,policy_engine,0.01
N01848,EDR,legacy,disabled,0.169,False,policy_engine,0.02
N01848,NetworkIsolation,legacy,disabled,0.159,False,manual,0.86
N01849,CloudPolicy,legacy,enabled,0.052,False,policy_engine,0.05
N01849,CloudPolicy,strict,enabled,0.206,False,inherited,0.68
N01850,Logging,legacy,enabled,0.102,False,manual,0.07
N01851,CloudPolicy,moderate,partial,0.031,False,policy_engine,0.29
N01851,Hardening,baseline,partial,0.015,False,auto,0.05
N01851,EDR,legacy,enabled,0.142,False,policy_engine,0.06
N01852,Firewall,strict,partial,0.07,False,policy_engine,0.11
N01852,NetworkIsolation,legacy,partial,0.053,False,manual,0.49
N01853,WAF,baseline,partial,0.075,False,auto,0.21
N01853,CloudPolicy,moderate,partial,0.123,False,policy_engine,0.19
N01854,NetworkIsolation,legacy,enabled,0.259,True,manual,0.86
N01854,NetworkIsolation,legacy,enabled,0.124,False,inherited,0.62
N01855,Logging,baseline,disabled,0.124,False,auto,0.37
N01856,IAMPolicy,strict,disabled,0.026,False,policy_engine,0.27
N01857,NetworkIsolation,baseline,partial,0.302,True,manual,0.1
N01857,Firewall,legacy,enabled,0.146,False,manual,0.15
N01857,EDR,legacy,partial,0.227,False,inherited,0.23
N01858,NetworkIsolation,moderate,enabled,0.018,False,inherited,0.76
N01858,EDR,legacy,partial,0.067,False,policy_engine,0.42
N01858,Firewall,moderate,enabled,0.145,False,manual,0.82
N01859,NetworkIsolation,moderate,partial,0.3,True,manual,0.69
